Time,aileron,elevator,rudder,flaps,throttle0,throttle1,vsi-fpm,alt-ft,ai-pitch,ai-roll,ai-offset,hi-heading,roll,pitch,heading,airspeed,speed-north,speed-east,speed-down,uBody-fps,wBody-fps,north-accel-fps_sec,east-accel-fps_sec,down-accel-fps_sec,x-accel-fps_sec,y-accel-fps_sec,z-accel-fps_sec,latitude,longitude,altitude,crashed
100.017,0.3,-0.25,0,0,1,0,-1173.200224,456.7737185,-0.481239884,-13.67767932,,191.1102656,-13.65626721,-0.45029873,178.1552542,64.19764324,-103.8458166,-10.28019239,14.07098374,103.5684531,16.09775878,0,0,0,7.802919051,-1.629883463,-45.06702405,63.99401118,-22.60712561,476.1551526,0
101.008,0.35,-0.25,0,0,1,0,-698.9248406,447.337661,6.47630315,-8.020369232,,185.4292329,-7.991718965,6.513311848,172.4803585,66.23561843,-108.4738221,0.604317198,1.050781878,106.8062131,15.01338792,0,0,0,7.740694678,-2.149635431,-46.91473401,63.99372206,-22.60715402,468.0610324,0
102.017,0.35,-0.25,0,0,1,0,479.2332269,451.6961145,14.55484018,-2.862997924,,181.8602102,-2.839752391,14.5948327,168.9328195,65.86406807,-106.5941702,7.08917823,-13.91537613,106.0595419,13.88964955,0,0,0,7.73986054,-2.468924135,-46.44723525,63.99342417,-22.60712763,474.2038576,0
103,0.4,-0.25,0,0,1,0,1005.267299,470.1756428,22.84124563,3.723344441,,181.1269292,3.756075045,22.88140791,168.2140767,63.17071953,-99.29635244,7.85166099,-26.92396242,101.5004644,12.75878146,0,0,0,7.835570666,-2.629684028,-43.79393272,63.99314394,-22.60707861,494.3747572,0
104.008,0.4,-0.2,0,0,1,0,1467.358817,500.036121,28.90722865,10.07252319,,182.8915291,10.10181615,28.92509731,169.9936958,58.552392,-88.87541873,3.427010915,-34.64063019,93.88085811,9.993466143,0,0,0,7.313856357,-2.557680289,-36.18372116,63.99288637,-22.60704191,525.5566899,0
105,0.4,-0.15,0,0,1,0,1746.52249,534.0849486,31.9306694,15.89675058,,186.8922901,15.92169056,31.92966787,174.0035047,53.27109134,-79.25690226,-3.128237554,-34.66437388,84.95298045,8.506641496,0,0,0,7.366241393,-2.386990885,-30.43486474,63.99265838,-22.60704022,560.0827186,0
106.008,0.4,-0.15,0,0,1,0,1807.457204,566.454816,30.57093622,20.30446568,,191.5101461,20.32117524,30.56025445,178.6261478,48.23456427,-71.98321278,-9.99096928,-28.39337984,76.19674199,7.20170897,0,0,0,7.046953606,-2.284534669,-24.85131627,63.99244863,-22.60708186,592.323515,0
107.008,0.4,-0.15,0,0,1,0,1631.130327,590.8815077,26.71712563,22.54089066,,196.4498674,22.54600334,26.6902832,183.5647432,44.54589413,-67.13524589,-16.50452723,-19.41617523,69.50373155,7.48508821,0,0,0,7.136183916,-2.2600495,-22.24358489,63.99225883,-22.60716445,616.2328021,0
108.008,0.4,-0.15,0,0,1,0,1218.86987,605.7697092,19.79964853,22.58899741,,200.9591228,22.5853516,19.75979425,188.0713474,42.95167779,-64.87994618,-22.49883743,-9.059367501,66.49058068,8.108967933,0,0,0,7.134289304,-2.251469281,-21.02180859,63.99208035,-22.60728486,630.2918117,0
109,0.4,-0.15,0,0,1,0,455.0564594,610.4629673,11.13341793,21.53822289,,205.3371133,21.53295446,11.09042517,192.450688,43.89462539,-65.2339888,-28.49029361,1.449785824,68.2591026,8.771584809,0,0,0,6.987418583,-2.233591652,-21.65543213,63.99190445,-22.6074419,633.9167057,0
110.017,0.4,-0.15,0,0,1,0,-438.3014208,605.0295097,3.000884039,20.99020741,,210.3899644,20.99131157,2.968061251,197.5086983,47.29373652,-67.88428114,-35.62481973,11.11186925,74.78045154,9.153876862,0,0,0,6.743841828,-2.191619993,-24.0680084,63.99171985,-22.60764382,627.253558,0
111,0.35,-0.15,0,0,1,0,-903.7981949,591.3663368,-2.142711028,21.85828367,,216.0736254,21.86135426,-2.161278332,203.1978184,52.21610163,-71.64419441,-44.65652804,18.42033619,84.07761891,9.387492701,0,0,0,6.654493929,-2.232151844,-27.59944668,63.99153247,-22.60788812,612.3673303,0
112.008,0.35,-0.15,0,0,1,0,-1120.56031,570.6735296,-4.514884459,23.55179772,,222.8258277,23.5655641,-4.518545526,209.9543989,58.06782497,-75.14466328,-57.02425353,22.75024907,95.08133136,9.278339082,0,0,0,6.568510451,-2.234894568,-32.19408766,63.99132829,-22.60820802,590.9321118,0
113.008,0.3,-0.15,0,0,1,0,-1274.332648,547.7328399,-3.95991879,26.76897546,,230.1301954,26.77958188,-3.95290038,217.2665509,63.68398189,-75.7956277,-72.42970133,23.16676194,105.5273309,8.929409705,0,0,0,6.563590552,-2.576885426,-37.19055221,63.99112298,-22.60860587,567.621172,0
114.008,0.3,-0.15,0,0,1,0,-1290.182868,525.5088825,-2.323978101,29.7521862,,239.0204245,29.77184739,-2.315207221,226.1636044,68.70476839,-71.50762575,-90.11903905,20.33114704,115.2588191,8.236274715,0,0,0,6.336606789,-2.577280958,-39.68900419,63.99091887,-22.60911547,545.3510018,0
115,0.3,-0.15,0,0,1,0,-1196.598669,506.6910041,-0.434111223,34.43721896,,248.0816423,34.46176427,-0.424160404,235.2244896,72.84495508,-61.4838493,-107.3150905,17.20052039,123.3399138,7.371318352,0,0,0,6.041743068,-2.977355075,-40.90751627,63.99073891,-22.60971991,526.7028857,0
116.008,0.25,-0.15,0,0,1,0,-1039.137348,490.2664706,1.644153915,39.01869952,,257.8014652,39.02924382,1.651602189,244.952244,76.40814925,-44.71730249,-123.4675816,14.04997989,130.3289404,6.432007203,0,0,0,5.769229688,-3.819983229,-42.30024546,63.99058999,-22.61045138,510.6455109,0
117,0.15,-0.15,0,0,1,0,-819.2280257,477.9972752,1.950708967,39.40636803,,269.2112231,39.41110606,1.952023852,256.3714604,79.31646562,-23.60839237,-135.6692218,10.7291857,136.9668374,6.172087404,0,0,0,5.675084745,-3.315627465,-43.35546271,63.99049731,-22.61124625,498.3583716,0
118,1.39E-17,-0.15,0,0,1,0,-547.5716284,469.2542707,1.86055339,35.69860634,,281.963755,35.67396235,1.859689618,269.1339925,81.90244494,1.222583907,-143.4651944,6.32953612,143.1493772,6.942825876,0,0,0,5.979683254,-1.092584796,-45.53197363,63.99046613,-22.61211749,489.605716,0
119.017,1.39E-17,-0.15,0,0,1,0,-69.89885347,465.5893586,3.895722936,33.20341825,,293.5347193,33.1950818,3.915369383,280.676957,83.97241098,27.62468428,-145.5160936,-0.641685386,147.81301,7.82547297,0,0,0,6.160663836,-0.419005496,-47.70719529,63.99050587,-22.61303533,486.5347817,0
120.033,1.39E-17,-0.15,0,0,1,0,10.33025141,467.0118221,8.336437156,30.33356414,,301.894006,30.31550926,8.35800063,289.0349314,84.74005061,51.38455459,-140.7759305,-10.09839789,149.7135664,8.833385976,0,0,0,5.949049804,-1.15312896,-48.82115711,63.99061177,-22.61390736,491.6453262,0
121.017,1.39E-17,-0.15,0,0,1,0,877.2088749,484.6167948,12.7580838,27.28249958,,311.2855532,27.2727785,12.77973196,298.4270075,84.06163976,71.51778743,-129.6768276,-21.67773941,149.2129439,9.792068611,0,0,0,6.12012582,-0.729801658,-48.21848837,63.99078483,-22.61477314,508.0617723,0
122.017,1.39E-17,-0.15,0,0,1,0,1315.533221,510.4886592,17.50600216,25.63557489,,319.5146046,25.62763177,17.52970395,306.6477128,81.9927836,85.91707424,-114.279866,-32.38056181,146.0859446,10.67613688,0,0,0,6.272643948,-0.722959565,-46.51702238,63.99100089,-22.61553449,535.3888829,0
123,1.39E-17,-0.15,0,0,1,0,1731.863117,545.5904142,22.13086164,23.92992427,,326.8438475,23.9216549,22.15258196,313.9751864,78.63027373,94.38203649,-96.63412839,-41.02936715,140.5759393,11.48802591,0,0,0,6.422688992,-0.786790605,-43.69562294,63.99124406,-22.61618089,571.8952718,0
124.017,-0.05,-0.15,0,0,1,0,2109.377663,589.7385731,26.64161342,21.37485757,,334.8482579,21.36142062,26.66205849,321.9865721,73.9103785,97.38631518,-77.63097003,-47.55561934,132.6335621,12.89702236,0,0,0,6.815333739,-0.330597723,-41.31664707,63.99151137,-22.61673266,617.3368471,0
125,-0.05,-0.15,0,0,1,0,2411.452081,637.7364957,31.07700196,19.39255431,,342.3168233,19.38285316,31.10091518,329.4421265,68.23343659,95.17923661,-59.78990714,-51.60590447,122.8644586,14.09274514,0,0,0,7.19588751,-0.031908459,-39.11714652,63.99177069,-22.6171532,666.4956239,0
126,-0.05,-0.15,0,0,1,0,2649.464687,689.5926071,36.24583937,16.57323056,,347.8798007,16.55543174,36.26947397,334.995254,61.31634323,88.36225651,-43.18403309,-53.21327447,110.7611905,15.1458739,0,0,0,7.46332093,-0.277396076,-35.33173597,63.992022,-22.61747253,719.4198302,0
127,-0.05,-0.1,0,0,1,0,2789.656537,741.1852599,39.12846451,11.92528825,,351.7060467,11.89663837,39.12583068,338.8041201,53.50224375,79.02472522,-30.89686833,-49.89200301,97.30629082,14.56768176,0,0,0,7.245115505,-0.324929565,-27.45869011,63.99225039,-22.61770054,771.6891753,0
128,-0.05,0.05,0,0,1,0,2767.77582,786.9196186,34.89310036,4.820297711,,352.3261895,4.780296283,34.84828037,339.4044667,46.13663763,72.29182805,-25.02491345,-39.47454252,85.31607142,11.0960342,0,0,0,6.62017491,-0.346270265,-16.80377368,63.99245568,-22.61787149,817.2815181,0
129.258,-0.05,0.05,0,0,1,0,2565.369403,814.6767897,26.55355899,-2.177311532,,351.3135803,-2.220866996,26.49950491,338.3885532,41.86411992,70.62285672,-24.3778919,-26.36177242,78.55777997,9.832494708,0,0,0,6.440538195,-0.354751871,-14.03478213,63.99261303,-22.61799509,844.227721,0
130.017,-0.05,0.05,0,0,1,0,1906.404292,836.4888443,10.94018811,-13.02409468,,349.3393002,-13.06605896,10.87007309,336.4107773,40.01986351,71.14209968,-27.48792542,-6.292416091,76.0168081,8.71910516,0,0,0,6.536366733,-0.114493643,-14.54053575,63.99284618,-22.61818771,864.3610923,0
131.017,-0.05,0.05,0,0,1,0,765.5585638,836.2639221,-3.505037241,-20.76196846,,346.7081271,-20.79472813,-3.573210122,333.7698668,43.44424995,74.24261833,-33.73366308,11.3992887,82.05908482,6.793659145,0,0,0,6.175309535,0.127121055,-14.86028194,63.99304467,-22.6183772,862.2249356,0
132.008,-0.05,-0.1,0,0,1,0,-967.2849921,818.2200283,-14.56618142,-26.24588949,,341.5505319,-26.26641029,-14.59902037,328.5883032,50.871356,78.66057882,-43.71392213,29.48471282,94.44407167,6.895937235,0,0,0,5.677139557,0.238144084,-19.87404318,63.99325392,-22.61861607,841.8338624,0
133,-0.05,-0.15,0,0,1,0,-1558.817167,785.5341752,-15.84797899,-29.49396292,,332.2940849,-29.50813727,-15.84859174,319.3182304,59.70454075,81.48368864,-61.77263651,39.11034247,108.8606937,11.57541144,0,0,0,6.965807158,0.493423314,-34.52706764,63.99347036,-22.61893396,807.3356989,0
134,-0.05,-0.15,0,0,1,0,-1929.823811,746.0764832,-14.8465615,-31.62304706,,322.475405,-31.63022797,-14.8370591,309.4935946,68.25135815,78.7726517,-85.88118451,41.50612441,123.1213193,12.02421146,0,0,0,6.680810702,0.833671755,-40.52894309,63.99369124,-22.61939206,766.8074389,0
135.008,-0.05,-0.15,0,0,1,0,-2128.215594,705.4468008,-12.77353653,-32.90379345,,312.0482111,-32.90987229,-12.76336268,299.0665473,75.99440562,69.06688344,-110.5313489,40.27857273,135.8472887,12.46100304,0,0,0,6.251557127,0.979773021,-43.58303241,63.99389694,-22.6200092,725.5366939,0
136.008,-0.05,-0.15,0,0,1,0,-2185.722874,667.0091676,-10.13603341,-34.22910747,,301.7062804,-34.23537969,-10.11913211,288.7234576,82.75500723,52.32011738,-132.8404019,36.2412795,146.7542875,12.66913,0,0,0,5.821909298,1.163360722,-47.28192603,63.99406621,-22.62077476,686.8466348,0
137,1.39E-17,-0.15,0,0,1,0,-2087.987537,634.8993473,-6.669561874,-33.53775073,,290.3725748,-33.53741616,-6.651306777,277.379538,88.03006823,28.98682514,-150.2116646,27.85576877,154.8893328,13.54357571,0,0,0,5.778933963,0.575415919,-52.33803719,63.99417727,-22.62164403,655.0187775,0
138,0.15,-0.15,0,0,1,0,-1760.934728,612.1542263,-2.663005878,-31.9717131,,277.8817826,-31.95930815,-2.641799766,264.8835169,91.8283372,-0.23661974,-160.2690123,15.1698489,160.1810436,14.05429489,0,0,0,5.614524656,-0.757421049,-55.90861928,63.99421783,-22.62261532,633.2211533,0
139.017,0.2,-0.15,0,0,1,0,-1085.331544,603.0739652,2.332295195,-28.35996576,,264.7224976,-28.34284392,2.360470557,251.7294018,93.45165711,-31.45795989,-159.5126298,-1.496647942,161.2580185,14.09154573,0,0,0,5.11123356,-2.767318606,-58.09013841,63.99417383,-22.62363369,625.9337934,0
140,0.3,-0.15,0,0,1,0,591.1185199,611.0001239,8.846077601,-23.52117319,,253.596675,-23.48687266,8.879475678,240.6054987,92.77452536,-57.37718558,-148.3394464,-19.73658082,158.5642549,13.49261043,0,0,0,5.042685961,-3.71287418,-57.29785713,63.9940518,-22.62458873,636.2173788,0
141,0.3,-0.15,0,0,1,0,1289.517852,636.8936031,16.29206753,-18.94835629,,243.8474753,-18.93032099,16.33145983,230.8847274,89.80489736,-73.59735371,-129.9052565,-38.22626228,152.0306888,12.52161023,0,0,0,5.168642947,-4.271723264,-54.59473444,63.99387204,-22.6254508,664.8807058,0
142.017,0.3,-0.15,0,0,1,0,1959.100612,681.6540197,24.54604287,-14.53453942,,237.427404,-14.5130405,24.5840063,224.4726046,84.79252785,-79.4787429,-108.0998246,-53.98952877,142.9013285,11.19147182,0,0,0,5.650510289,-3.355689173,-49.84099611,63.99365669,-22.62620466,711.8485726,0
143.008,0.3,-0.15,0,0,1,0,2513.663927,738.2601397,31.88184174,-10.88450475,,231.7887597,-10.86968557,31.91600407,218.8414119,78.22825545,-76.32174537,-87.56164511,-64.19612279,131.0118084,9.696372601,0,0,0,6.041863743,-3.048579228,-43.99931892,63.99344365,-22.62680813,770.6853407,0
144.017,0.3,0.4,0,0,1,0,2956.900825,803.4996923,34.66016099,-7.814003477,,228.0629134,-7.794934851,34.58937937,215.1402498,70.37899202,-68.68437167,-70.38692287,-66.53258623,117.3606602,2.555476725,0,0,0,7.134483984,-2.469566385,-26.32997751,63.99324337,-22.62730044,837.4063379,0
145,0.3,0.85,0,0,1,0,3046.867022,857.7984335,2.553992874,-1.316769723,,229.8727504,-1.27889754,2.469492298,216.9616674,65.0794586,-73.87092344,-71.54076979,-35.47088314,103.4753311,-30.74899884,0,0,0,5.635040188,-1.324246521,4.905299798,63.99305299,-22.62773023,889.6310685,0
146.008,0.3,0.7,0,0,1,0,2426.707392,878.337143,-9.551284846,9.051082537,,229.8998865,9.111766069,-9.62779427,216.9670633,65.42656401,-79.62766715,-74.3722883,2.326030098,107.2082099,-17.45452181,0,0,0,6.823637874,-0.579369554,6.125157247,63.99284097,-22.62818948,906.3997016,0
147.008,0.25,0.65,0,0,1,0,230.9967641,860.4084792,-27.36838172,20.59106504,,223.9848282,20.64103376,-27.43075242,211.0358073,71.68778716,-84.28982747,-74.15400358,42.40771968,117.5727491,-19.47290009,0,0,0,3.87942485,-1.669587102,7.380410829,63.99261644,-22.62865553,883.9230824,0
148.025,0.25,0.25,0,0,1,0,-1754.379331,817.5044151,-33.79889437,28.80133192,,225.3998101,28.84861872,-33.84668539,212.5001024,80.86509779,-86.08720122,-72.1097345,77.18976261,135.4720014,-5.195698351,0,0,0,0.985511676,-1.644011169,-7.13073037,63.99238229,-22.62910909,821.7897607,0
149.017,0.25,-0.25,0,0,1,0,-3189.21727,717.5520724,-37.36962527,38.15956645,,231.2850805,38.17551618,-37.31588554,218.4854608,93.35356653,-89.77309367,-82.57137576,101.4182017,158.2349532,0.012763788,0,0,0,0.746764614,-1.459073983,-27.92176426,63.9921427,-22.62958246,731.4691116,0
150.017,0.25,-0.9,0,0,1,0,-3747.521232,628.2429246,-3.19350005,35.59898928,,263.0986843,35.60975396,-3.067118764,250.3399947,97.22774999,-60.7084764,-147.470885,52.03592259,161.8548318,39.71396252,0,0,0,21.22089765,-5.412903304,-136.0412614,63.99192068,-22.63028244,645.4208597,0
151,0.25,-0.9,0,0,1,0,-3075.403637,606.4260535,21.50104874,44.02970449,,292.0955585,44.10656003,21.60261387,279.3931914,90.89624304,11.42085614,-158.1281286,-19.96292844,154.1325834,38.52758938,0,0,0,20.37211422,-4.533186187,-119.8919837,63.99185063,-22.63125628,631.1462568,0
152.008,0.25,-0.85,0,0,1,0,-490.4043197,643.139846,35.69248625,76.22595201,,330.5775588,66.33915953,35.71648022,317.9152671,79.32683992,77.38729179,-105.7168486,-55.14097882,136.348792,36.44407399,0,0,0,18.13176458,-4.188125462,-92.77496343,63.99197879,-22.6321061,672.9440216,0
153.017,0.25,-0.05,0,0,1,0,1955.744307,697.8400401,31.82890608,112.4229503,,356.5801348,81.83301806,31.77793696,343.6358953,68.57842762,107.4739988,-40.90059913,-48.40994744,122.9521139,11.60364799,0,0,0,6.126611971,-2.989737064,-38.28271781,63.99224149,-22.63255292,728.1407575,0
154.017,0.2,-0.05,0,0,1,0,2069.955183,736.1773009,20.88166409,121.6159813,,6.136417062,85.38972533,20.81398154,353.3055453,64.81931274,114.7871102,-19.00555637,-23.8568493,117.1125877,7.003879317,0,0,0,5.598373771,-3.219138462,-23.8113593,63.99254553,-22.63273787,764.8030988,0
155.017,-1,-0.05,0,0,1,0,1492.657801,750.8332267,1.507148642,105.5735892,,18.67033432,68.71713215,1.368433611,5.853766146,65.24550571,119.2241646,4.619101887,1.382662636,119.0065846,8.58261924,0,0,0,6.562117776,-1.335353146,-23.87025135,63.99286566,-22.63278352,776.3319115,0
156,-1,-0.05,0,0,1,0,-717.0251556,738.6422766,-16.75504523,62.49350893,,43.32477568,25.84264079,-16.75595096,30.55187613,69.15136502,121.0179581,24.62399649,21.59015492,118.0017744,5.888989507,0,0,0,5.747055618,7.617577527,-24.81643432,63.99318952,-22.63269466,765.181268,0
157.25,-1,-0.05,0,0,1,0,-1143.111593,720.1034669,-11.95092572,40.19270461,,49.80199662,3.676409741,-11.90654484,36.86798982,72.80999352,121.8047693,39.04788306,28.53124547,124.1598383,5.655929308,0,0,0,5.351345239,7.469928983,-30.27320694,63.99344115,-22.6325434,745.9407128,0
158.008,-1,-0.2,0,0,1,0,-1562.870953,685.725552,1.395334238,-6.633418858,,39.33152419,-43.01070902,1.466817965,26.33263348,79.09758005,133.4406765,39.32580667,27.37003585,136.2927474,6.237303961,0,0,0,5.604350006,8.600796984,-42.5667428,63.99387346,-22.63221306,710.1329587,0
159.017,-0.6,-0.2,0,0,1,0,-1610.08105,657.2737201,5.46414052,-36.87021201,,18.56455215,-72.97117681,5.410033067,5.48368847,82.50616216,145.2466519,8.695443474,28.68477629,142.0606571,7.382568101,0,0,0,5.927769379,10.43494835,-47.9269088,63.99425919,-22.63205097,683.300036,0
160,-0.55,-0.2,0,0,1,0,-1700.762378,628.6758936,-9.441170529,-135.3844206,,354.3727403,-90.49788603,-9.498154514,341.3078653,87.077591,144.571185,-38.36912351,45.8935588,154.7695128,9.807578934,0,0,0,4.73890818,5.729122457,-51.01561618,63.99465289,-22.63213709,648.6639787,0
161.017,-0.55,-0.2,0,0,1,0,-2484.491805,568.1851569,-19.7916356,-151.4317275,,329.4350268,-106.4809088,-19.858901,316.3546368,94.70773564,120.1959199,-86.16155695,81.23491604,165.3320504,12.20068354,0,0,0,4.00825807,9.396101872,-55.45469963,63.9950273,-22.63253492,585.3498208,0
162.008,-0.05,-0.2,0,0,1,0,-3467.161935,473.3986934,-37.93473298,-154.8485916,,303.2151787,-109.7637784,-38.04124013,290.12639,105.0134795,67.9889622,-116.6189043,125.5729524,182.0431543,16.56279549,0,0,0,3.648954644,10.40865258,-70.92947272,63.99528991,-22.63317307,483.8102248,0
163,0.2,-0.35,0,0,1,0,-4602.853222,337.6733894,-58.30388393,-112.722168,,261.7640369,-67.58171042,-58.28759958,248.4894451,117.6336699,-15.55668296,-122.4833434,161.312046,200.1259114,21.65570068,0,0,0,0.7170568,-8.894771406,-98.87333863,63.99537,-22.63392531,339.4894775,0
164.008,0.2,-1,0,0,1,0,-5499.960433,187.7375679,-27.63572617,-74.23188712,,220.5882028,-29.41105095,-27.54994994,207.6055261,116.9234312,-106.3679312,-95.76116849,138.3459824,186.9010024,68.46128001,0,0,0,-5.569528251,-0.337284676,-88.15771462,63.99518214,-22.63462254,181.7120494,0
165,0.2,-1,0,0,1,0,-5216.831064,123.3480984,31.54403807,-77.22923312,,212.43889,-32.9418557,31.70526733,199.5274093,72.3721454,-110.9848404,-46.50720697,-10.16305059,107.5574267,49.3970691,0,0,0,3.227839768,10.21674736,-20.25877615,63.99487785,-22.63503303,131.7213913,0
166.167,0.2,-1,0,0,1,0,-4470.803712,119.6842367,36.71169927,-120.5616733,,200.8844853,-76.17504581,36.71212023,187.8162002,65.74000198,-102.3284006,-38.14999356,-2.254799327,86.77641332,37.97824387,0,0,0,2.945571863,23.30355769,-17.55176046,63.99466122,-22.63522942,135.6968076,0
167.008,0.2,-1,0,0,1,0,-3069.848974,120.9717511,34.8060178,-90.36223877,,202.1377839,-45.7725476,34.64647115,189.3300933,52.91565267,-83.8238103,-22.18188936,5.980988946,67.60573423,43.60462148,0,0,0,3.94928867,19.27380738,-22.22953385,63.99433483,-22.63546208,131.5616366,0
168.017,0.2,-1,0,0,1,0,-2064.507869,118.8076674,9.340723979,-68.38725923,,164.859884,-24.34006282,9.445552971,151.0535367,43.97775251,-70.23673257,-10.78138183,-5.446643766,56.37540903,21.41370273,0,0,0,-0.651493524,-0.526785193,-69.64860493,63.99412152,-22.63558011,127.4369393,0
169.008,0.2,-1,0,0,1,0,-844.7750472,120.1182802,28.46001005,-82.03308512,,108.4044375,-37.98643714,28.63639623,95.57998098,31.72018599,-49.50899327,2.13984569,4.466053729,3.954002138,35.91128321,0,0,0,8.217804973,-8.75171922,-17.96635573,63.99395759,-22.63559676,130.4221721,0
170,0.2,-1,0,0,1,0,63.21413865,118.354216,1.476906167,-41.75010253,,148.0238761,2.087103904,1.559800484,135.288002,22.18216543,-32.66568505,5.734981536,-0.41037109,27.24982258,-0.357259124,0,0,0,-2.51454528,-10.21986216,-30.29391777,63.9938466,-22.6355706,125.5368895,0
171,0.2,-1,0,0,1,0,21.12650927,119.8230131,3.530906972,-44.21922687,,169.7261031,-0.488719972,3.524835539,156.8936047,17.85655296,-24.83991362,6.397139882,-0.118517886,25.31700681,1.473635395,0,0,0,-5.221591628,-1.820634932,-32.57474946,63.99376856,-22.63553044,125.625167,0
172.017,0.2,-1,0,0,1,0,10.05950948,119.9248163,2.965641566,-43.74447442,,172.5780209,-0.164916618,2.963206267,159.6240518,13.53782041,-17.56180989,4.882150664,-0.085536268,18.14293356,0.857920865,0,0,0,-5.656524973,-0.927840189,-32.53304289,63.99370968,-22.63549433,125.6724857,0
173,0.2,-1,0,0,1,0,10.70951871,119.9431539,2.495575148,-42.95250149,,161.8207825,0.480485983,2.493502469,148.8111201,9.298746675,-10.34093198,3.486922043,-0.055253828,10.64436215,0.388319534,0,0,0,-5.752333197,-3.110110813,-32.44926964,63.99367195,-22.63546918,125.7065637,0
174.008,0.2,-1,0,0,1,0,9.48581896,119.9663365,2.094982046,-42.31214197,,147.1578236,0.966586011,2.092771743,134.1566898,4.907220978,-2.847102734,1.723019941,-0.021473853,3.218152932,0.081886513,0,0,0,-5.664414249,-3.746197955,-32.35844592,63.99365366,-22.63545236,125.7293787,0
175.367,0.2,-1,0,0,1,0,16.85802778,119.9782269,1.985310336,-42.34377618,,142.4992961,0.865479063,1.987597985,129.5423716,3.216978162,-0.266658809,0.398023524,-0.000783885,0.476445784,0.016469948,0,0,0,-3.742083899,-1.917082887,-32.30615257,63.99365184,-22.63544949,125.733757,0
176.383,0.2,-1,0,0,1,0,-10.98765485,119.9585112,3.912244946,-42.53451526,,141.8098441,0.457062338,3.909523975,128.8937711,3.045355222,-0.135638281,0.045111204,-0.004817851,0.12032352,0.002777541,0,0,0,4.461510837,6.975121518,-32.34488722,63.99365192,-22.63544933,125.7134676,0
177,0.2,-1,0,0,1,0,9.700967938,119.9601123,3.865230235,-42.37327694,,141.698152,0.455242198,3.865653482,128.7816793,2.97070653,0.037493456,0.087929103,0.000217647,0.044942714,0.003924677,0,0,0,0.085255762,-7.923755774,-31.92556387,63.99365178,-22.63544896,125.7142928,0
178.017,0.2,-1,0,0,1,0,11.15132735,119.9603377,3.861328258,-42.22176919,,141.5998123,0.454247007,3.861481286,128.6833184,2.972538186,0.035616007,0.090890092,-0.000144274,0.048588561,0.00380571,0,0,0,0.118168598,-7.961755701,-31.921555,63.99365167,-22.63544861,125.7147267,0
179.017,0.2,-1,0,0,1,0,12.49744312,119.960575,3.862439906,-42.0724791,,141.5019861,0.45353973,3.862616529,128.5854926,2.972251309,0.035955303,0.090501787,-0.00012174,0.048217071,0.00380266,0,0,0,0.111547234,-7.954130992,-31.9221962,63.99365156,-22.63544826,125.7150574,0
180.017,0.2,-1,0,0,1,0,13.77467106,119.9608251,3.861942659,-41.92320997,,141.4043411,0.452811378,3.862118795,128.487843,2.972157664,0.036107057,0.09044316,-0.000123015,0.048220871,0.003800141,0,0,0,0.110258044,-7.953748697,-31.92259325,63.99365145,-22.63544792,125.7154128,0
181,0.2,-1,0,0,1,0,14.55442001,119.9609897,3.86148028,-41.77603387,,141.3091697,0.455658795,3.861302502,128.3926817,3.028402852,-0.116140718,0.020678141,-0.000759204,0.08818649,0.004569236,0,0,0,4.125813166,7.308155764,-32.38297321,63.99365135,-22.63544758,125.7157489,0
182,0.2,-1,0,0,1,0,15.99516696,119.9613177,3.861549085,-41.62715389,,141.2108013,0.45136631,3.861725164,128.2943067,2.971949934,0.036426282,0.090284188,-0.00011892,0.048183429,0.003799162,0,0,0,0.107285546,-7.951017046,-31.92257527,63.99365123,-22.63544724,125.716114,0
183,0.2,-1,0,0,1,0,17.00493967,119.961566,3.861325922,-41.47787219,,141.1132773,0.450644698,3.861501135,128.1967895,2.971847723,0.036586807,0.090211598,-0.000112443,0.048170536,0.003803522,0,0,0,0.106195826,-7.950031003,-31.92236547,63.99365112,-22.63544689,125.7164676,0
